,type,category,review,star
48,아이폰12,별점,이제 막사용단계라..다른건 15일 되도록 배송도 안오는데 이건 엄청빨리 왔네요..,4
49,아이폰12,별점,완전 이뻐요ㅎㅎ 혜택이 아무것도 없는 건 많이 아쉽지만,4
50,아이폰12,별점,잡을때 큰감이 있지만 아이폰12 화이트 구매 만족합니다!,4
51,아이폰12,별점,리뷰에 오전 10시에 들어온다게 정말 꿀팁이었어요 ㅎㅎㅎ증말 너무 예쁘네요 ^.^❤️,4
52,아이폰12,별점,배송이 빠르고 좋아요,4
53,아이폰12,별점,가격 합리적이고 배송도 적당합니다,4
54,아이폰12,별점,아이폰 구입은 하이마트가 좋네요,4
55,아이폰12,별점,충전기 이어폰 없는게 아쉽네요,4
56,아이폰12,별점,색상 모두 좋아요,4
57,아이폰12,별점,배송이 너무너무 오래 걸렸어요 ㅜ 그래도 폼 자체는 만족합니다.,4
58,아이폰12,별점,소재가 손에 착착 붙진 않아서 미끄럽다고 하네요. 떨어뜨릴 위험이 있어보인다는ㅎㅎ 그래도 튼튼하고 가벼우니 좋습니다.,4
59,아이폰12,별점,예쁘고 좋아여 옆부분 살짝 찍혀서 왔지만 신경쓸정도는 아니라서 그냥 쓸게요,4
60,아이폰12,별점,완젼 이뻐용~~~ 아이폰 처음 쓰는데 여기서 자급제로 사서 개통했어용,4
61,아이폰12,별점,"너무예쁘고 좋네요
비싸서 별4개했슴다",4
62,아이폰12,별점,배송 살짝늦어요 생각보다커요,4
63,아이폰12,별점,아이들이 엄청조아라 하네요~,4
64,아이폰12,별점,배송이 빨라서 좋았어요!!,4
65,아이폰12,별점,"배송도 빠르게 오고 잘 되네요 ㅎㅎ
사진 잘 나와요~",4
66,아이폰12,별점,화요일에 주문해서 목요일에 받았어요. 상품 멀쩡하게 잘 왔습니다. 배송 상자에 에어캡을 좀 더 감싸도 됐을 것 같아요!,4
67,아이폰12,별점,사진 화질이 보통인거 같아요 나머지는 만족이용,4
68,아이폰12,별점,"배터리가 생각보다 조루임
갬성+ 성능+ 배터리-",4
69,아이폰12,별점,배송도 빠르고 제품도 잘 왔어요.,4
70,아이폰12,별점,예쁘네요. 잘 도착했어요~~,4
71,아이폰12,별점,갠찮아요 잘쓸가료ㅔ,4
72,아이폰12,별점,"아이폰8에서 아이폰12로 바꿨어요
프로 기다리다가 재고가 너무 안풀려서 12샀는데 만족합니다
고스트현상만 좀 어떻게 하면 좋을 거 같아요 ㅠㅠ",4
73,아이폰12,별점,잘받았어요. 안드로이드 쓰다가 아이폰 쓰려니 아직은 너무나 어색하지만 이뻐요!!,4
74,아이폰12,별점,금액대비 허접한 포장상태. 배송은 지연될것이라 예상했지만 제때왔어요.,4
75,아이폰12,별점,우여곡절격고 드디어 내손안에.. 제때배송 받았어요.,4
