,0,1,2,3
213,[최종 95만] 갤럭시북 프로 NT930XDY-A38A 노트북,1099000,등록일 2021.05.,131
214,삼성 갤럭시북 플렉스2 NT950QDA-X71AZ 대학생 노트북,1977960,등록일 2020.12.,130
215,갤럭시북 플렉스2 NT950QDA-X71AZ 특가 174만+사은품,1999000,등록일 2020.12.,128
216,삼성전자 갤럭시북 프로 NT930XDY-A51A 가벼운 휴대용 저렴한 13인치 노트북,1398000,등록일 2021.04.,127
217,삼성전자 갤럭시북 프로 NT930XDY-A51A 가벼운 휴대용 저렴한 13인치 노트북,1398000,등록일 2021.06.,127
218,삼성전자 갤럭시북 이온2 NT930XDA-K71AW 삼성블루투스 마우스,2500000,등록일 2020.12.,125
219,삼성전자 갤럭시북 이온2 NT950XDA-K78AW 11세대 i7,2500000,등록일 2020.12.,125
220,삼성전자 갤럭시북 이온2 NT930XDA-K71AW 삼성블루투스 마우스,2500000,등록일 2020.12.,125
221,[최종 194만+2종기프트] 삼성 갤럭시북 프로360 NT950QDB-K71A 대학생 업무용 휴대용노트북 15인치,2199000,등록일 2021.04.,122
222,갤럭시북 프로 NT935XDB-K58AB LTE + 외장 SSD 500GB,1715850,등록일 2021.07.,122
223,삼성 갤럭시북 프로360 NT950QDB-K71A 대학생노트북,2199000,등록일 2021.04.,120
224,삼성 갤럭시북 프로360 NT950QDB-K71A 대학생노트북,2199000,등록일 2021.04.,120
225,삼성전자 갤럭시 북 12.0 WiFi + LTE SM-W727 256GB,1494130,등록일 2018.03.,119
226,삼성전자 갤럭시북 이온 NT950XCJ-X59,1737880,등록일 2019.12.,118
227,삼성전자 갤럭시북 플렉스 NT930QCT-A38A 삼성노트북,1199000,등록일 2019.12.,117
228,삼성전자 갤럭시북 이온 NT950XCJ-KF58,1262340,등록일 2019.12.,115
229,삼성전자 갤럭시북 플렉스2 NT950QDA-X72A,2075920,등록일 2021.04.,114
230,삼성 갤럭시북 S SM-W767NZNDKOO,1730590,등록일 2021.07.,114
231,삼성전자 갤럭시북 프로360 NT930QDB-K71A 초경량 인강용 대학생 사무용 2in1,2099000,등록일 2021.04.,111
232,[단 하루! 151만+상품권2만] 삼성 갤럭시북 프로360 NT950QDY-A51A 15형 사무용 터치 노트북,1749000,등록일 2021.04.,111
